hu;titulo do projeto;classificacao institucional da pesquisa;projeto envolve seres humanos;delineamento do estudo;tipo de estudo;e estudo multicentrico;e projeto com co participacao;estado do projeto;tempo decorrido entre status 1;tempo decorrido entre status 2
HU-UFPI;o impacto da avaliação especializada da equipe de cuidados paliativos no manejo da dor em pacientes internados no hu-ufpi;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;87;101
HU-UFPI;neoplasias malignas da região oral e maxilofacial de pacientes atendidos no hospital universitário da universidade federal do piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;285;336
HU-UFPI;não inferioridade da dapaglifozina em relação a hidroclorotiazida como anti-hipertensivo em monoterapia na hipertensão arterial estagio i;Pesquisa Acadêmica;True;Estudo clínico prospectivo, randomizado;Experimental/Clínico;False;True;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;mortalidade por câncer colorretal no brasil no período de 1981 a 2020;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;morbimortalidade em pacientes submetidos à cirurgia valvar devido a estenose aórtica no hospital universitário da ufpi em comparação na literatura com locais com implante de valva aórtica transcateter disponível;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;modelo de terapia empírica antimicrobiana;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;mega ensaio clínico randomizado incorporado a registro para comparar alvos de oxigenação conservadora versus liberal (mega-rox);Desenvolvimento tecnológico;True;Caso-controle;Experimental/Clínico;True;True;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;prevalência de desordens e dores musculoesqueléticas em residentes multiprofissionais em saúde;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;46;69
HU-UFPI;prevalência das lesões orais em pacientes do hospital universitário (hu) da universidade federal do piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;preceptoria em serviço social: um estudo nos hospitais universitários da região nordeste geridos pela empresa brasileira de serviços hospitalares – ebserh;Pesquisa Acadêmica;True;Pesquisa exploratória com enfoque misto;Ciências Sociais e Humanas e Aplicadas em Saúde;True;False;Projeto aprovado;68;124
HU-UFPI;polimorfismo do receptor da vitamina d e sua associação com marcadores bioquímicos e antropométricos em idosos com e sem hipertensão arterial.;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;True;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;peróxido de hidrogênio e luz ultravioleta para desinfecção de superfícies em unidades de terapia intensiva: um ensaio clínico, randomizado, controlado, em cluster, com crossover.;Ensaio clínico, randomizado, em cluster, com crossover.;True;Coorte;Experimental/Clínico;True;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;perfil epidemiológico dos subtipos moleculares do câncer de mama em hospital universitário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;perfil epidemiológico de pacientes em cuidados paliativos internados em um hospital universitário com necessidades de intervenção fonoaudiológica.;Pesquisa Acadêmica;True;Observacional, retrospectivo, analítico;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;perfil de pacientes em cuidados paliativos internados em um hospital universitário: atuação fonoaudiológica;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;37;86
HU-UFPI;perfil das infecções relacionadas à assistência à saúde em um hospital universitário do nordeste brasileiro;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;perfil clínico-epidemiológico e eletrofisiológico dos pacientes com diagnóstico de neuropatia periferica do hospital universitario da universidade federal do piaui;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;perfil clínico-epidemiológico de pacientes submetidos a biópsia renal no hu-ufpi;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;perfil clínico e laboratorial de pacientes com dm1 no hu-ufpi;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;perfil clínico e epidemiológico dos pacientes portadores de diabetes insípidus assistidos pela farmácia de medicamentos excepcionais do estado do piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;um caso raro de aneurisma de artéria femoral superficial: abordagem diagnóstico-terapêutica;Pesquisa Acadêmica;True;Estudo de caso;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;triagem eletrônica para casos de sepse em um hospital universitário.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;222;278
HU-UFPI;teste;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;sedação precoce com dexmedetomidina vs. placebo em pacientes idosos gravemente enfermos em ventilação mecânica - um estudo clínico controlado prospectivo, multicêntrico, duplocego e randomizado - protocolo spice iv;Pesquisa Clínica;True;Randomizado, prospectivo, multicêntrico, duplocego;Experimental/Clínico;True;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;saúde ginecológica de mulheres lésbicas e bissexuais: quais as barreiras ao acesso aos serviços de saúde;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;registro cardiovascular de fibrilação atrial na américa latina (lacross);Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;True;True;Projeto aprovado;137;162
HU-UFPI;reconstrução imediata de mamilo pós centralectomia mamária;Pesquisa Acadêmica;True;Coorte;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;reações emocionais vivenciadas pelo paciente durante a preparação para cirurgia cardíaca;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Projeto aprovado;105;149
HU-UFPI;queilite actínica: avaliação estética e funcional comparativa do tratamento cirúrgico de vermelhectomia usando a técnica clássica e cicatrização por segunda intenção;Pesquisa Acadêmica;True;Coorte;Experimental/Clínico;False;False;Projeto aprovado;120;148
HU-UFPI;pseudocisto pancreático com comp´ressão de veia porta e veia cava: um relato de caso;RELATO DE CASO;True;Estudo de caso;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;proposta de uso da calculadora calcvan para dosagem de vancomicina em pacientes da uti de um hospital universitário;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Projeto aprovado;168;191
HU-UFPI;processo de verificação de vulnerabilidade emocional do paciente (pvemp).;Desenvolvimento tecnológico;True;Estudo de caso;Desenvolvimento/Avaliação;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;prevalência de sintomas depressivos em pacientes em tratamento do câncer de mama;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;True;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;análise da prescrição de inibidores de bomba de prótons de pacientes críticos em um hospital universitário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;análise da adequação da presçrição de dieta vo;Pesquisa Livre;True;Transversal;Desenvolvimento/Avaliação;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;análise clínica e epidemiológica de pacientes com reações hansênicas no hospital universitário da universidade federal do piauí no período de 2013 a 2023;Desenvolvimento tecnológico;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;análise clínica e epidemiológica de casos de câncer de tireoide atendidos no ambulatório do hospital universitário da universidade federal do piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;154;196
HU-UFPI;adenocarcinoma de colo uterino entre gestações: um relato de caso;Pesquisa Acadêmica;True;Estudo de caso;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;a concordância do uso das escalas glasgow e four por profissionais de saúde e residentes na unidade de terapia intensiva;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;acompanhar: registro eletrônico de dados pessoais de saúde para controle e avaliação longitudinal de cefaléia;Pesquisa Acadêmica;True;Coorte;Experimental/Clínico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;acompanhamento em tempo real da função renal de pacientes em uso de vancomicina: análise e desenvolvimento de ferramenta de acompanhamento clínico;Desenvolvimento tecnológico;True;Coorte;Observacional/Epidemiológico;False;False;Projeto aprovado;90;117
HU-UFPI;xxxxx;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;valor prognóstico da tomografia computadorizada do tórax na avaliação de pacientes internados com covid-19 em um hospital de alta complexidade no nordeste do brasil;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;vacinação contra hpv: perfil de conhecimento dos colaboradores do hospital universitário da universidade federal do piauí (hu - ufpi);Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;uso do monitor de consciência para avaliação da sedoanalgesia em uma unidade de terapia intensiva;Pesquisa Acadêmica;True;Ensaio clínico randomizado, sem cegamento.;Experimental/Clínico;False;False;Projeto aprovado;10;108
HU-UFPI;a percepção da mulher atual quanto a terapia de reposição hormonal sistêmica no climatério;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;ansiedade, depressão e estresse em profissionais dos núcleos internos de regulação no contexto da pandemia por covid-19;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;True;Projeto aprovado;839;907
HU-UFPI;aneurismas intracranianos em exames de angiorressonância magnética do hospital universitário da universidade ferederal do piauí – características e fatores de risco;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;analise multifatorial do desgaste profissional e qualidade do sono em residentes médicos: um estudo comparativo entre especialidades e níveis de residencia em hospital universitario – teresina - piaui;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;análise morfométrica dos pedículos da coluna lombar em pacientes de um centro terciário de cirurgia de coluna no nordeste do brasil;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;análise e comparação da reprodutibilidade e concordância intra e interobservadores das classificações de garden e ao para fratura de colo do fêmur;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;análise e comparação da concordância intra e interobservadores das classificações de ahlbäck e kellgren-lawrence para gonartrose;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;análise dos pedidos de interconsulta destinados à oftalmologia no hospital universitário da universidade federal do piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;220;281
HU-UFPI;análise do perfil microbiológico de bactérias multirresistentes em unidade de terapia intensiva de hospital terciário após a pandemia de covid 19;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;análise do perfil epidemiológico dos pacientes com síndrome de cushing do serviço de endocrinologia em hospital universitário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;análise do perfil epidemiológico dos pacientes com hipertireoidismo do ambulatório de um hospital terciário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto inativo;Pendente;Pendente
